Referencia;Sheet;Tipo;Valor
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2018;-272,7653
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2018;-2559,5828
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2018;2792,9787
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2018;-431,8180
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2018;2361,1606
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;1Q19;3225,8889
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;1Q19;-2597,1846
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;1Q19;628,7043
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;1Q19;296,0496
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;1Q19;924,7540
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;1Q19;28,4674
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;1Q19;953,2213
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q19;-119,6065
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;1Q19;-166,2261
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;1Q19;7,5829
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;1Q19;674,9717
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;1Q19;175,3893
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;1Q19;185,8465
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;1Q19;435,5662
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;1Q19;167,4331
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;1Q19;131,1857
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;1Q19;180,4199
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;1Q19;103,5607
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;1Q19;102,6045
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;1Q19;1482,0058
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;1Q19;-169,8924
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;1Q19;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;1Q19;-165,4171
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;1Q19;-202,7826
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;1Q19;-36,8499
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;1Q19;-66,4361
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;1Q19;-641,3781
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;1Q19;840,6277
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q19;-165,6569
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;1Q19;674,9708
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;2Q19;2948,5252
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;2Q19;-1573,6872
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;2Q19;1374,8380
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;2Q19;300,4355
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;2Q19;1675,2735
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;2Q19;1,7629
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;2Q19;1677,0364
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;2Q19;-347,8337
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;2Q19;-342,2869
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;2Q19;-15,2925
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;2Q19;971,6233
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;2Q19;185,9608
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;2Q19;191,9487
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;2Q19;886,4409
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;2Q19;227,0876
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;2Q19;154,7577
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;2Q19;343,7410
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;2Q19;65,4278
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;2Q19;126,0289
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;2Q19;2181,3933
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;2Q19;-346,8415
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;2Q19;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;2Q19;-163,4331
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;2Q19;-227,6744
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;2Q19;-38,0206
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2Q19;-105,9028
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2Q19;-881,8724
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2Q19;1299,5209
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2Q19;-327,8979
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2Q19;971,6230
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;3Q19;3971,8105
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;3Q19;-2998,2587
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;3Q19;973,5518
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;3Q19;465,9626
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;3Q19;1439,5144
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;3Q19;-2,6626
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;3Q19;1436,8518
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;3Q19;-185,6514
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;3Q19;-253,2740
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;3Q19;4,6319
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;3Q19;1002,5584
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;3Q19;281,2953
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;3Q19;206,6942
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;3Q19;801,1999
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;3Q19;189,4824
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;3Q19;160,5995
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;3Q19;192,7739
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;3Q19;205,4741
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;3Q19;146,2707
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;3Q19;2183,7899
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;3Q19;-254,8691
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;3Q19;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;3Q19;-168,8875
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;3Q19;-267,9278
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;3Q19;-39,4124
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;3Q19;-125,9964
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;3Q19;-857,0932
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;3Q19;1326,6967
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;3Q19;-324,1383
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;3Q19;1002,5584
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;4Q19;2394,6515
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;4Q19;-537,0245
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;4Q19;1857,6271
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;4Q19;50,4609
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;4Q19;1908,0880
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;4Q19;3,5343
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;4Q19;1911,6223
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;4Q19;-349,9782
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;4Q19;-354,5751
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;4Q19;-27,9104
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;4Q19;1179,1586
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;4Q19;306,1086
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;4Q19;229,2221
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;4Q19;677,8108
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;4Q19;284,1431
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;4Q19;163,1356
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;4Q19;573,5142
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;4Q19;92,8602
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;4Q19;159,3709
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;4Q19;2486,1656
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;4Q19;-356,0911
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;4Q19;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;4Q19;-175,4253
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;4Q19;-301,0889
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;4Q19;-11,0666
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;4Q19;-138,0304
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;4Q19;-981,7023
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;4Q19;1504,4633
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;4Q19;-325,3048
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;4Q19;1179,1585
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;2019;12540,8761
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;2019;-7706,1549
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;2019;4834,7212
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;2019;1112,9086
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;2019;5947,6299
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;2019;31,1021
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;2019;5978,7319
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;2019;-1003,0699
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;2019;-1116,3621
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;2019;-30,9880
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;2019;3828,3119
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;2019;948,7540
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;2019;813,7115
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;2019;2801,0178
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;2019;868,1462
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;2019;609,6785
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;2019;1290,4490
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;2019;467,3228
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;2019;534,2749
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;2019;8333,3547
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;2019;-1127,6941
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;2019;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;2019;-673,1631
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;2019;-999,4737
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;2019;-125,3495
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2019;-436,3657
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2019;-3362,0461
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2019;4971,3086
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2019;-1142,9979
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2019;3828,3107
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;1Q20;6473,1945
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;1Q20;-7072,8172
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;1Q20;-599,6227
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;1Q20;819,4985
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;1Q20;219,8758
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;1Q20;-36,2271
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;1Q20;183,6487
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q20;493,2986
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;1Q20;-74,1241
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;1Q20;165,0997
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;1Q20;767,9229
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;1Q20;188,5677
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;1Q20;266,6100
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;1Q20;454,9828
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;1Q20;214,0138
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;1Q20;169,8354
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;1Q20;-17,7747
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;1Q20;97,6977
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;1Q20;143,6947
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;1Q20;1517,6274
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;1Q20;-88,8036
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;1Q20;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;1Q20;-205,2844
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;1Q20;-272,6115
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;1Q20;-11,9176
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;1Q20;-71,8318
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;1Q20;-650,4490
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;1Q20;867,1784
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q20;-99,2554
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;1Q20;767,9230
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;2Q20;3875,8829
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;2Q20;-2988,2801
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;2Q20;887,6028
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;2Q20;649,5238
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;2Q20;1537,1266
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;2Q20;148,7692
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;2Q20;1685,8958
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;2Q20;-241,1415
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;2Q20;-436,2326
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;2Q20;-31,1675
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;2Q20;977,3543
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;2Q20;221,6688
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;2Q20;302,7126
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;2Q20;1017,5364
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;2Q20;195,2094
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;2Q20;198,5908
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;2Q20;395,4632
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;2Q20;71,4938
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;2Q20;79,8091
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;2Q20;2482,4841
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;2Q20;-437,6041
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;2Q20;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;2Q20;-225,2667
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;2Q20;-225,7581
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;2Q20;-15,3599
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2Q20;-132,4615
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2Q20;-1036,4502
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2Q20;1446,0339
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2Q20;-468,6827
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2Q20;977,3513
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;3Q20;5633,4228
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;3Q20;-3113,0211
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;3Q20;2520,4016
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;3Q20;-875,3740
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;3Q20;1645,0277
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;3Q20;75,5731
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;3Q20;1720,6008
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;3Q20;-314,7332
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;3Q20;-441,3197
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;3Q20;37,3363
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;3Q20;1001,8843
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;3Q20;402,1130
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;3Q20;425,1087
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;3Q20;893,0442
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;3Q20;254,4591
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;3Q20;233,9021
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;3Q20;131,0424
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;3Q20;92,2889
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;3Q20;46,1074
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;3Q20;2478,0657
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;3Q20;-443,5985
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;3Q20;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;3Q20;-230,1012
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;3Q20;-248,0987
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;3Q20;-10,5367
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;3Q20;-151,7593
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;3Q20;-1084,0943
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;3Q20;1393,9714
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;3Q20;-392,0870
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;3Q20;1001,8844
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;4Q20;2711,7721
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;4Q20;-63,7128
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;4Q20;2648,0593
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;4Q20;-149,4145
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;4Q20;2498,6448
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;4Q20;45,4109
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;4Q20;2544,0556
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;4Q20;-895,5908
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;4Q20;-341,7094
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;4Q20;-77,5339
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;4Q20;1229,2215
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;4Q20;514,6856
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;4Q20;596,4832
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;4Q20;751,5986
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;4Q20;349,6948
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;4Q20;247,2224
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;4Q20;221,3541
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;4Q20;100,6556
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;4Q20;43,6697
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;4Q20;2825,3639
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;4Q20;-362,9953
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;4Q20;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;4Q20;-248,6778
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;4Q20;-309,0560
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;4Q20;-26,5500
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;4Q20;-84,0375
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;4Q20;-1031,3166
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;4Q20;1794,0473
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;4Q20;-564,8373
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;4Q20;1229,2100
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;2020;18694,2723
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;2020;-13237,8313
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;2020;5456,4410
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;2020;444,2339
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;2020;5900,6749
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;2020;233,5262
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;2020;6134,2010
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;2020;-958,1669
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;2020;-1293,3857
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;2020;93,7346
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;2020;3976,3830
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;2020;1327,0350
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;2020;1590,9145
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;2020;3117,1619
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;2020;1013,3771
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;2020;849,5507
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;2020;730,0850
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;2020;362,1360
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;2020;313,2810
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;2020;9303,5411
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;2020;-1333,0015
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;2020;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;2020;-909,3300
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;2020;-1055,5242
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;2020;-64,3642
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2020;-440,0901
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2020;-3802,3101
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2020;5501,2310
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2020;-1524,8624
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2020;3976,3686
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;1Q21;4426,6260
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;1Q21;-3575,1090
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;1Q21;851,5170
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;1Q21;1068,7260
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;1Q21;1920,2430
